Group ID	Poc ortholog	Poc chrom	Poc start	Poc stop	Pow ortholog	Pow chrom	Pow start	Pow stop
OG6_101542	PocGH01_09019800	PocGH01_09_v2	392818	394788	POWCR01_090015100	LT594513	409714	411684
OG6_111091	PocGH01_09020200	PocGH01_09_v2	404343	405986	POWCR01_090015500	LT594513	421695	423332
OG6_156395	PocGH01_09020600	PocGH01_09_v2	418648	420600	POWCR01_090015900	LT594513	436021	437970
OG6_532935	PocGH01_09020700	PocGH01_09_v2	421304	422374	POWCR01_090016000	LT594513	438555	439625
OG6r20_102906	PocGH01_09020800	PocGH01_09_v2	423511	424713	POWCR01_090016100	LT594513	440772	441974
OG6_102293	PocGH01_09020900	PocGH01_09_v2	427795	431975	POWCR01_090016200	LT594513	444965	449201
OG6_139463	PocGH01_09021100	PocGH01_09_v2	436105	442794	POWCR01_090016400	LT594513	453530	460168
OG6_179342	PocGH01_09021200	PocGH01_09_v2	443222	444091	POWCR01_090016500	LT594513	460629	461500
OG6_139462	PocGH01_09021300	PocGH01_09_v2	444552	447099	POWCR01_090016600	LT594513	461859	464453
OG6_119251	PocGH01_09021400	PocGH01_09_v2	449121	452930	POWCR01_090016700	LT594513	468052	471973
OG6_139439	PocGH01_09021800	PocGH01_09_v2	465101	466406	POWCR01_090017100	LT594513	484395	485748
OG6_100844	PocGH01_09021900	PocGH01_09_v2	466952	468217	POWCR01_090017200	LT594513	486294	487490
OG6_211592	PocGH01_09022200	PocGH01_09_v2	476548	479312	POWCR01_090017500	LT594513	496435	499466
OG6_154686	PocGH01_09022300	PocGH01_09_v2	480612	485401	POWCR01_090017600	LT594513	500788	505679
OG6_102733	PocGH01_09022500	PocGH01_09_v2	490412	491595	POWCR01_090017700	LT594513	510344	511620
OG6_132560	PocGH01_09022600	PocGH01_09_v2	491679	492941	POWCR01_090017800	LT594513	511709	512971
OG6_100521	PocGH01_09022800	PocGH01_09_v2	497952	500293	POWCR01_090018000	LT594513	518282	520686
OG6_160740	PocGH01_09023100	PocGH01_09_v2	514792	516919	POWCR01_090018300	LT594513	535343	537505
OG6_102753	PocGH01_09023300	PocGH01_09_v2	525379	526689	POWCR01_090018500	LT594513	546005	547333
OG6_532509	PocGH01_09023400	PocGH01_09_v2	527600	532576	POWCR01_090018600	LT594513	548240	553270
OG6_215354	PocGH01_09023500	PocGH01_09_v2	534839	535201	POWCR01_090018700	LT594513	555168	555530
OG6_532460	PocGH01_09023600	PocGH01_09_v2	537376	538650	POWCR01_090018800	LT594513	557816	559090
OG6_101423	PocGH01_09023700	PocGH01_09_v2	539219	540868	POWCR01_090018900	LT594513	559767	561413
OG6_102939	PocGH01_09023800	PocGH01_09_v2	541476	542836	POWCR01_090019000	LT594513	561999	563382
OG6_101761	PocGH01_09023900	PocGH01_09_v2	544038	544946	POWCR01_090019100	LT594513	564592	565604
OG6_101011	PocGH01_09024000	PocGH01_09_v2	549174	551825	POWCR01_090019200	LT594513	569827	572487
OG6_532829	PocGH01_09024200	PocGH01_09_v2	558450	559406	POWCR01_090019400	LT594513	580014	580970
OG6_100926	PocGH01_09024300	PocGH01_09_v2	562459	563073	POWCR01_090019500	LT594513	583911	584526
OG6_103348	PocGH01_09024400	PocGH01_09_v2	563930	566410	POWCR01_090019600	LT594513	585348	587828
OG6_105738	PocGH01_09024500	PocGH01_09_v2	569348	573319	POWCR01_090019700	LT594513	590797	594807
OG6_119263	PocGH01_09024600	PocGH01_09_v2	573879	574799	POWCR01_090019800	LT594513	595540	596460
OG6_101480	PocGH01_09024700	PocGH01_09_v2	577624	579441	POWCR01_090020000	LT594513	600155	601981
OG6_100632	PocGH01_09024800	PocGH01_09_v2	580506	582128	POWCR01_090020100	LT594513	603153	604772
OG6_533578	PocGH01_09024900	PocGH01_09_v2	584049	588940	POWCR01_090020200	LT594513	606543	611586
OG6_101628	PocGH01_09025000	PocGH01_09_v2	590276	592457	POWCR01_090020300	LT594513	612994	615168
OG6_130924	PocGH01_09025100	PocGH01_09_v2	593072	594603	POWCR01_090020400	LT594513	615779	617354
OG6_104190	PocGH01_09025200	PocGH01_09_v2	594779	595852	POWCR01_090020500	LT594513	617534	618607
OG6_102182	PocGH01_09025300	PocGH01_09_v2	597232	598759	POWCR01_090020600	LT594513	620135	621676
OG6_108013	PocGH01_09025400	PocGH01_09_v2	599286	599877	POWCR01_090020700	LT594513	622173	622794
OG6_101418	PocGH01_09025500	PocGH01_09_v2	601370	602317	POWCR01_090020800	LT594513	624338	625285
OG6_100865	PocGH01_09025600	PocGH01_09_v2	604242	609065	POWCR01_090020900	LT594513	627232	632160
OG6_141851	PocGH01_09026000	PocGH01_09_v2	622484	623380	POWCR01_090021300	LT594513	646290	647193
OG6_101500	PocGH01_09026300	PocGH01_09_v2	636958	637953	POWCR01_090021600	LT594513	660129	661125
OG6_532430	PocGH01_09026400	PocGH01_09_v2	640250	640938	POWCR01_090021700	LT594513	663467	664198
OG6_104034	PocGH01_09026700	PocGH01_09_v2	648304	650865	POWCR01_090022000	LT594513	671048	673607
OG6_104983	PocGH01_09026800	PocGH01_09_v2	651049	664007	POWCR01_090022100	LT594513	673792	684438
OG6_353811	PocGH01_09026900	PocGH01_09_v2	664939	668319	POWCR01_090022200	LT594513	685810	689154
OG6_215355	PocGH01_09027000	PocGH01_09_v2	670399	670650	POWCR01_090022300	LT594513	691220	691474
OG6_103734	PocGH01_09027100	PocGH01_09_v2	670706	671059	POWCR01_090022400	LT594513	691533	691886
OG6_102853	PocGH01_09027200	PocGH01_09_v2	672144	673773	POWCR01_090022500	LT594513	693012	694745
OG6_121491	PocGH01_09027500	PocGH01_09_v2	681464	685953	POWCR01_090022800	LT594513	702658	707251
OG6_111964	PocGH01_09027600	PocGH01_09_v2	690135	691857	POWCR01_090022900	LT594513	710695	712425
OG6_532547	PocGH01_09027700	PocGH01_09_v2	692240	693787	POWCR01_090023000	LT594513	712798	714345
OG6_532360	PocGH01_09027800	PocGH01_09_v2	694810	695775	POWCR01_090023100	LT594513	715450	716451
OG6_100624	PocGH01_09027900	PocGH01_09_v2	699370	701751	POWCR01_090023200	LT594513	720127	722508
OG6_108964	PocGH01_09028000	PocGH01_09_v2	702611	707962	POWCR01_090023300	LT594513	723392	728740
OG6_119330	PocGH01_09028100	PocGH01_09_v2	716230	717828	POWCR01_090023400	LT594513	738176	739774
OG6_139496	PocGH01_09028200	PocGH01_09_v2	718605	720337	POWCR01_090023500	LT594513	740595	742324
OG6_103068	PocGH01_09028300	PocGH01_09_v2	720947	722953	POWCR01_090023600	LT594513	743028	745043
OG6_111804	PocGH01_09028400	PocGH01_09_v2	723273	726356	POWCR01_090023700	LT594513	745484	748568
OG6_533460	PocGH01_09028500	PocGH01_09_v2	728091	729188	POWCR01_090023800	LT594513	750170	751267
OG6_532421	PocGH01_09028600	PocGH01_09_v2	730716	734308	POWCR01_090023900	LT594513	752843	756416
OG6_532701	PocGH01_09028900	PocGH01_09_v2	750570	751409	POWCR01_090024200	LT594513	772868	773707
OG6_136893	PocGH01_09029000	PocGH01_09_v2	753880	759406	POWCR01_090024300	LT594513	776394	781940
OG6r20_102309	PocGH01_09029200	PocGH01_09_v2	776718	782954	POWCR01_090024500	LT594513	799322	805594
OG6_114086	PocGH01_09029300	PocGH01_09_v2	789416	795038	POWCR01_090024600	LT594513	812082	817960
OG6_101394	PocGH01_09029400	PocGH01_09_v2	796382	799134	POWCR01_090024700	LT594513	819445	822403
OG6_533344	PocGH01_09029500	PocGH01_09_v2	800243	801862	POWCR01_090024800	LT594513	823733	825364
OG6_101550	PocGH01_09029600	PocGH01_09_v2	803807	805586	POWCR01_090024900	LT594513	827366	829164
OG6_139494	PocGH01_09029800	PocGH01_09_v2	813367	815529	POWCR01_090025100	LT594513	836653	838815
OG6_102083	PocGH01_09030000	PocGH01_09_v2	818207	821863	POWCR01_090025300	LT594513	841511	845254
OG6_101116	PocGH01_09030100	PocGH01_09_v2	822912	823712	POWCR01_090025400	LT594513	846398	847212
OG6_101008	PocGH01_09030200	PocGH01_09_v2	826078	828286	POWCR01_090025500	LT594513	849646	851912
OG6_104527	PocGH01_09030300	PocGH01_09_v2	829051	833424	POWCR01_090025600	LT594513	852758	857272
OG6_533241	PocGH01_09030500	PocGH01_09_v2	840580	842739	POWCR01_090025800	LT594513	864732	866995
OG6_102846	PocGH01_09030600	PocGH01_09_v2	844464	845142	POWCR01_090025900	LT594513	868643	869334
OG6_100754	PocGH01_09030700	PocGH01_09_v2	846437	848071	POWCR01_090026000	LT594513	870658	872367
OG6_101726	PocGH01_09030800	PocGH01_09_v2	848947	850332	POWCR01_090026100	LT594513	873237	874610
OG6_100642	PocGH01_09030900	PocGH01_09_v2	853856	854845	POWCR01_090026200	LT594513	878216	879207
OG6_102760	PocGH01_09031000	PocGH01_09_v2	856496	857742	POWCR01_090026300	LT594513	880419	881676
OG6_100532	PocGH01_09031200	PocGH01_09_v2	869201	870320	POWCR01_090026500	LT594513	893113	894186
OG6_139445	PocGH01_09031400	PocGH01_09_v2	873990	875477	POWCR01_090026700	LT594513	898029	899516
OG6_146365	PocGH01_09031500	PocGH01_09_v2	876516	877834	POWCR01_090026800	LT594513	900531	901870
OG6_101824	PocGH01_09031600	PocGH01_09_v2	880073	884278	POWCR01_090026900	LT594513	904081	908261
OG6_102237	PocGH01_09031700	PocGH01_09_v2	885579	887236	POWCR01_090027000	LT594513	909752	911336
OG6_102452	PocGH01_09031800	PocGH01_09_v2	888884	889261	POWCR01_090027100	LT594513	913001	913378
OG6_179343	PocGH01_09031900	PocGH01_09_v2	891503	892243	POWCR01_090027200	LT594513	915613	916300
OG6_119978	PocGH01_09032000	PocGH01_09_v2	893750	896155	POWCR01_090027300	LT594513	917849	920267
OG6_154599	PocGH01_09032100	PocGH01_09_v2	897426	899849	POWCR01_090027400	LT594513	921496	923881
OG6_150948	PocGH01_09032200	PocGH01_09_v2	902893	903162	POWCR01_090027500	LT594513	926996	927280
OG6_100294	PocGH01_09032300	PocGH01_09_v2	903692	906403	POWCR01_090027600	LT594513	927941	930643
OG6_102679	PocGH01_09032400	PocGH01_09_v2	907333	911172	POWCR01_090027700	LT594513	931632	935648
OG6_100333	PocGH01_09032500	PocGH01_09_v2	913009	913986	POWCR01_090027800	LT594513	937485	938471
OG6_171422	PocGH01_09032700	PocGH01_09_v2	920014	921160	POWCR01_090028000	LT594513	944451	945558
OG6_532854	PocGH01_09032800	PocGH01_09_v2	922468	926137	POWCR01_090028100	LT594513	946859	950521
OG6_533442	PocGH01_09033000	PocGH01_09_v2	931399	937024	POWCR01_090028300	LT594513	957643	961425
OG6_119689	PocGH01_09033300	PocGH01_09_v2	948194	950009	POWCR01_090028500	LT594513	972375	974245
OG6_101166	PocGH01_09033400	PocGH01_09_v2	952498	953010	POWCR01_090028600	LT594513	976818	977330
OG6_100919	PocGH01_09033600	PocGH01_09_v2	957133	958317	POWCR01_090028700	LT594513	981571	982761
OG6_532802	PocGH01_09033700	PocGH01_09_v2	959856	960633	POWCR01_090028800	LT594513	984331	985205
OG6r20_104194	PocGH01_09034000	PocGH01_09_v2	970325	972670	POWCR01_090029100	LT594513	995310	997652
OG6_532574	PocGH01_09034200	PocGH01_09_v2	980483	982518	POWCR01_090029300	LT594513	1005877	1008059
OG6_533192	PocGH01_09034300	PocGH01_09_v2	984425	991658	POWCR01_090029400	LT594513	1010165	1018136
OG6r20_100776	PocGH01_09034400	PocGH01_09_v2	993259	996358	POWCR01_090029500	LT594513	1019703	1022792
OG6_102239	PocGH01_09034600	PocGH01_09_v2	999577	999987	POWCR01_090029600	LT594513	1024254	1024664
OG6_101661	PocGH01_09034800	PocGH01_09_v2	1007120	1009757	POWCR01_090029700	LT594513	1029708	1032422
OG6_101639	PocGH01_09035000	PocGH01_09_v2	1013484	1015457	POWCR01_090029900	LT594513	1036461	1038458
OG6_101767	PocGH01_09035100	PocGH01_09_v2	1018499	1019875	POWCR01_090030000	LT594513	1041594	1042970
OG6_134723	PocGH01_09035200	PocGH01_09_v2	1023214	1025904	POWCR01_090030100	LT594513	1046419	1049209
OG6_533690	PocGH01_09035400	PocGH01_09_v2	1032406	1033740	POWCR01_090030300	LT594513	1055941	1057317
OG6_102079	PocGH01_09035500	PocGH01_09_v2	1036177	1037809	POWCR01_090030400	LT594513	1059938	1061786
OG6_533452	PocGH01_09035600	PocGH01_09_v2	1038474	1043351	POWCR01_090030500	LT594513	1062357	1067595
OG6_109640	PocGH01_09035900	PocGH01_09_v2	1052157	1055231	POWCR01_090030900	LT594513	1076281	1079415
OG6_533743	PocGH01_09036000	PocGH01_09_v2	1056623	1057225	POWCR01_090031000	LT594513	1080990	1081592
OG6_532535	PocGH01_09036100	PocGH01_09_v2	1059186	1060034	POWCR01_090031100	LT594513	1083473	1084324
OG6_166402	PocGH01_09036200	PocGH01_09_v2	1064201	1065931	POWCR01_090031200	LT594513	1088457	1090187
OG6_102413	PocGH01_09036300	PocGH01_09_v2	1066490	1068907	POWCR01_090031300	LT594513	1090892	1093414
OG6_101624	PocGH01_09036400	PocGH01_09_v2	1070841	1071104	POWCR01_090031400	LT594513	1095341	1095604
OG6_100781	PocGH01_09036500	PocGH01_09_v2	1073536	1074480	POWCR01_090031500	LT594513	1098185	1099129
OG6_101915	PocGH01_09036800	PocGH01_09_v2	1077301	1078623	POWCR01_090031700	LT594513	1102479	1103801
OG6_532707	PocGH01_09036900	PocGH01_09_v2	1079813	1083765	POWCR01_090031800	LT594513	1105017	1109056
OG6_103381	PocGH01_09037000	PocGH01_09_v2	1084318	1087579	POWCR01_090031900	LT594513	1109613	1113094
OG6_104236	PocGH01_09037200	PocGH01_09_v2	1095121	1096932	POWCR01_090032100	LT594513	1120795	1122621
OG6_533210	PocGH01_09037300	PocGH01_09_v2	1097665	1101412	POWCR01_090032200	LT594513	1123391	1127136
OG6_532478	PocGH01_09037500	PocGH01_09_v2	1104312	1106450	POWCR01_090032400	LT594513	1130104	1132314
OG6_533550	PocGH01_09037600	PocGH01_09_v2	1107876	1110171	POWCR01_090032500	LT594513	1134149	1136425
OG6_532420	PocGH01_09037900	PocGH01_09_v2	1118755	1119537	POWCR01_090032800	LT594513	1145209	1145991
OG6_101111	PocGH01_09038000	PocGH01_09_v2	1123353	1131377	POWCR01_090032900	LT594513	1150065	1158278
OG6_532943	PocGH01_09038100	PocGH01_09_v2	1132610	1133541	POWCR01_090033000	LT594513	1159651	1160585
OG6_101373	PocGH01_09038200	PocGH01_09_v2	1134297	1137566	POWCR01_090033100	LT594513	1161467	1164715
OG6_127377	PocGH01_09038300	PocGH01_09_v2	1139215	1141272	POWCR01_090033200	LT594513	1166477	1168537
OG6_101890	PocGH01_09038600	PocGH01_09_v2	1153663	1155506	POWCR01_090033500	LT594513	1181320	1183161
OG6_171498	PocGH01_09038700	PocGH01_09_v2	1158792	1159613	POWCR01_090033600	LT594513	1186714	1187535
OG6_171430	PocGH01_09038900	PocGH01_09_v2	1165630	1169730	POWCR01_090033800	LT594513	1193870	1198153
OG6_100415	PocGH01_09039200	PocGH01_09_v2	1175364	1176140	POWCR01_090034100	LT594513	1204357	1205133
OG6_100619	PocGH01_09039300	PocGH01_09_v2	1177789	1178352	POWCR01_090034200	LT594513	1207024	1207587
OG6_533278	PocGH01_09039400	PocGH01_09_v2	1179822	1179911	POWCR01_090034300	LT594513	1208939	1209028
OG6_532569	PocGH01_09039500	PocGH01_09_v2	1181601	1184826	POWCR01_090034400	LT594513	1210726	1213938
OG6_171438	PocGH01_09039600	PocGH01_09_v2	1185597	1190371	POWCR01_090034500	LT594513	1214440	1219343
OG6_129492	PocGH01_09039700	PocGH01_09_v2	1193814	1194908	POWCR01_090034600	LT594513	1222826	1223920
OG6_130922	PocGH01_09039800	PocGH01_09_v2	1197825	1199516	POWCR01_090034700	LT594513	1226849	1228540
OG6_156404	PocGH01_09039900	PocGH01_09_v2	1201706	1203058	POWCR01_090034800	LT594513	1230544	1231912
OG6_532700	PocGH01_09040000	PocGH01_09_v2	1203182	1204966	POWCR01_090034900	LT594513	1232029	1233813
OG6_130923	PocGH01_09040100	PocGH01_09_v2	1205769	1209074	POWCR01_090035000	LT594513	1234620	1237294
OG6_100839	PocGH01_09040200	PocGH01_09_v2	1211504	1214106	POWCR01_090035100	LT594513	1239785	1242494
OG6_533405	PocGH01_09040300	PocGH01_09_v2	1215295	1219638	POWCR01_090035200	LT594513	1243978	1248322
OG6_100423	PocGH01_09040400	PocGH01_09_v2	1223063	1225057	POWCR01_090035300	LT594513	1251791	1253785
OG6_100473	PocGH01_09040500	PocGH01_09_v2	1226673	1227941	POWCR01_090035400	LT594513	1255357	1256625
OG6_532792	PocGH01_09040600	PocGH01_09_v2	1231165	1236868	POWCR01_090035500	LT594513	1259919	1265683
OG6_136383	PocGH01_09040800	PocGH01_09_v2	1245416	1246771	POWCR01_090035800	LT594513	1274795	1276212
OG6_102249	PocGH01_09041100	PocGH01_09_v2	1267638	1272165	POWCR01_090036100	LT594513	1297417	1301974
OG6_101729	PocGH01_09041200	PocGH01_09_v2	1274267	1275739	POWCR01_090036200	LT594513	1304188	1305663
OG6_533575	PocGH01_09041300	PocGH01_09_v2	1277367	1279301	POWCR01_090036300	LT594513	1307124	1309037
OG6_102406	PocGH01_09041400	PocGH01_09_v2	1279728	1281530	POWCR01_090036400	LT594513	1309522	1311417
OG6_532489	PocGH01_09041700	PocGH01_09_v2	1292850	1294085	POWCR01_090036800	LT594513	1323369	1324604
OG6_139444	PocGH01_09042000	PocGH01_09_v2	1300153	1301826	POWCR01_090037200	LT594513	1330714	1332657
OG6_533121	PocGH01_09042200	PocGH01_09_v2	1309707	1310129	POWCR01_090037400	LT594513	1340784	1341210
OG6_532541	PocGH01_09042300	PocGH01_09_v2	1311612	1312064	POWCR01_090037500	LT594513	1342224	1342676
OG6_102127	PocGH01_09042400	PocGH01_09_v2	1313054	1315390	POWCR01_090037600	LT594513	1343903	1345242
OG6_533696	PocGH01_09042600	PocGH01_09_v2	1331079	1332812	POWCR01_090037800	LT594513	1362808	1364541
OG6_224197	PocGH01_09042700	PocGH01_09_v2	1333295	1335983	POWCR01_090037900	LT594513	1364994	1367715
OG6_102097	PocGH01_09042800	PocGH01_09_v2	1338705	1342194	POWCR01_090038000	LT594513	1370482	1373983
OG6_533175	PocGH01_09042900	PocGH01_09_v2	1342919	1345354	POWCR01_090038100	LT594513	1374670	1377108
OG6_100396	PocGH01_09043000	PocGH01_09_v2	1349052	1351453	POWCR01_090038200	LT594513	1380610	1382989
OG6_533110	PocGH01_09043200	PocGH01_09_v2	1363971	1366324	POWCR01_090038400	LT594513	1396297	1398595
OG6_101281	PocGH01_09043300	PocGH01_09_v2	1367584	1369520	POWCR01_090038500	LT594513	1399901	1401878
OG6_100121	PocGH01_09043400	PocGH01_09_v2	1374607	1378683	POWCR01_090038600	LT594513	1407128	1411214
OG6_142584	PocGH01_09043500	PocGH01_09_v2	1381524	1382390	POWCR01_090038800	LT594513	1414097	1414963
OG6_171417	PocGH01_09043600	PocGH01_09_v2	1383124	1384410	POWCR01_090038900	LT594513	1415699	1416985
OG6r20_105666	PocGH01_09043700	PocGH01_09_v2	1385252	1391717	POWCR01_090039000	LT594513	1417841	1424255
OG6_100901	PocGH01_09043800	PocGH01_09_v2	1393868	1395874	POWCR01_090039100	LT594513	1426428	1428440
OG6_122900	PocGH01_09043900	PocGH01_09_v2	1398787	1400031	POWCR01_090039200	LT594513	1431601	1432845
OG6_102116	PocGH01_09044000	PocGH01_09_v2	1401555	1402252	POWCR01_090039300	LT594513	1434472	1435170
OG6r20_100796	PocGH01_09044100	PocGH01_09_v2	1403250	1404748	POWCR01_090039400	LT594513	1436128	1437764
OG6_175142	PocGH01_09044200	PocGH01_09_v2	1405372	1407603	POWCR01_090039500	LT594513	1438371	1440602
OG6_533353	PocGH01_09044300	PocGH01_09_v2	1408703	1409582	POWCR01_090039600	LT594513	1441797	1442706
OG6_532584	PocGH01_09044400	PocGH01_09_v2	1411603	1414089	POWCR01_090039700	LT594513	1444683	1447160
OG6_102802	PocGH01_09044600	PocGH01_09_v2	1425928	1426305	POWCR01_090039900	LT594513	1459129	1459506
OG6_149555	PocGH01_09044700	PocGH01_09_v2	1427337	1428211	POWCR01_090040000	LT594513	1460525	1461404
OG6_119479	PocGH01_09044900	PocGH01_09_v2	1430981	1442518	POWCR01_090040200	LT594513	1464396	1476065
OG6_100270	PocGH01_09045000	PocGH01_09_v2	1449050	1451614	POWCR01_090040300	LT594513	1482398	1484965
OG6_102971	PocGH01_09045100	PocGH01_09_v2	1453031	1455007	POWCR01_090040400	LT594513	1486355	1488345
OG6_102926	PocGH01_09045300	PocGH01_09_v2	1464044	1470246	POWCR01_090040600	LT594513	1497619	1503879
OG6_111225	PocGH01_09045500	PocGH01_09_v2	1482304	1483630	POWCR01_090040800	LT594513	1516237	1517566
OG6_103946	PocGH01_09045700	PocGH01_09_v2	1504453	1506988	POWCR01_090041000	LT594513	1538581	1541245
OG6_112578	PocGH01_09045800	PocGH01_09_v2	1509046	1511277	POWCR01_030022600	LT594507	761969	767020
OG6_101920	PocGH01_09045900	PocGH01_09_v2	1512204	1513787	POWCR01_090041200	LT594513	1547468	1549054
OG6_532439	PocGH01_09046000	PocGH01_09_v2	1514910	1521092	POWCR01_090041300	LT594513	1550286	1556648
OG6_102725	PocGH01_09046100	PocGH01_09_v2	1522325	1523386	POWCR01_090041400	LT594513	1557824	1558878
OG6_102324	PocGH01_09046300	PocGH01_09_v2	1526675	1527855	POWCR01_090041500	LT594513	1561864	1563070
OG6_532862	PocGH01_09046500	PocGH01_09_v2	1533542	1534675	POWCR01_090041700	LT594513	1568962	1570095
OG6_179344	PocGH01_09046600	PocGH01_09_v2	1536808	1537484	POWCR01_090041800	LT594513	1572271	1572964
OG6_532763	PocGH01_09046700	PocGH01_09_v2	1539172	1544561	POWCR01_090041900	LT594513	1574676	1580147
OG6_153789	PocGH01_09047000	PocGH01_09_v2	1566739	1569216	POWCR01_090042200	LT594513	1603144	1605621
OG6_532719	PocGH01_09047100	PocGH01_09_v2	1569631	1575578	POWCR01_090042300	LT594513	1606068	1612199
OG6_114961	PocGH01_09047200	PocGH01_09_v2	1577702	1587505	POWCR01_110039300	LT594515	1483909	1494763
OG6r20_132445	PocGH01_09047300	PocGH01_09_v2	1589193	1597214	POWCR01_090042500	LT594513	1625920	1633959
OG6_139432	PocGH01_09047400	PocGH01_09_v2	1598110	1598647	POWCR01_090042600	LT594513	1634769	1635308
OG6_532905	PocGH01_09047500	PocGH01_09_v2	1599945	1603012	POWCR01_090042700	LT594513	1636590	1640448
OG6_105076	PocGH01_09047600	PocGH01_09_v2	1604286	1605805	POWCR01_090042800	LT594513	1641838	1643347
OG6_532644	PocGH01_09047700	PocGH01_09_v2	1606184	1608729	POWCR01_090042900	LT594513	1643724	1645673
OG6_100818	PocGH01_09047800	PocGH01_09_v2	1609156	1609878	POWCR01_090043000	LT594513	1646698	1647420
OG6_102788	PocGH01_09047900	PocGH01_09_v2	1611041	1612700	POWCR01_090043100	LT594513	1648662	1650310
OG6_225716	PocGH01_09048200	PocGH01_09_v2	1622203	1624362	POWCR01_090043400	LT594513	1659992	1662157
OG6_102849	PocGH01_09048400	PocGH01_09_v2	1636478	1637666	POWCR01_090043600	LT594513	1674314	1675543
OG6_533249	PocGH01_09048500	PocGH01_09_v2	1639989	1645029	POWCR01_090043700	LT594513	1677995	1683109
OG6_101984	PocGH01_09048600	PocGH01_09_v2	1646370	1648201	POWCR01_090043800	LT594513	1684572	1686409
OG6_102892	PocGH01_09048700	PocGH01_09_v2	1649824	1650501	POWCR01_090043900	LT594513	1688057	1688733
OG6_100954	PocGH01_09048800	PocGH01_09_v2	1652006	1652923	POWCR01_090044000	LT594513	1690223	1691155
OG6_105985	PocGH01_09048900	PocGH01_09_v2	1653850	1655811	POWCR01_090044100	LT594513	1693033	1694916
OG6_139448	PocGH01_09049000	PocGH01_09_v2	1657225	1658103	POWCR01_090044200	LT594513	1696343	1697221
OG6_102180	PocGH01_09049400	PocGH01_09_v2	1675423	1676427	POWCR01_090044700	LT594513	1720920	1721924
OG6_100738	PocGH01_09049500	PocGH01_09_v2	1678644	1680015	POWCR01_090044800	LT594513	1724401	1725814
OG6_533601	PocGH01_09049600	PocGH01_09_v2	1680861	1684016	POWCR01_090044900	LT594513	1726644	1729812
OG6_532585	PocGH01_09049700	PocGH01_09_v2	1685349	1686200	POWCR01_090045000	LT594513	1731144	1731908
OG6_533337	PocGH01_09049800	PocGH01_09_v2	1686705	1690248	POWCR01_090045100	LT594513	1732508	1736081
OG6_100751	PocGH01_09050000	PocGH01_09_v2	1695245	1696652	POWCR01_090045300	LT594513	1741656	1743063
OG6_101819	PocGH01_09050100	PocGH01_09_v2	1698224	1698677	POWCR01_090045400	LT594513	1744733	1745187
OG6_104265	PocGH01_09050200	PocGH01_09_v2	1699125	1699800	POWCR01_090045500	LT594513	1745643	1746318
OG6_102966	PocGH01_09050600	PocGH01_09_v2	1712573	1713778	POWCR01_090045800	LT594513	1760343	1761440
OG6_142921	PocGH01_09050700	PocGH01_09_v2	1715657	1716631	POWCR01_090045900	LT594513	1763309	1764310
OG6_127492	PocGH01_09050800	PocGH01_09_v2	1717253	1719012	POWCR01_090046000	LT594513	1764941	1766681
OG6_100976	PocGH01_09051000	PocGH01_09_v2	1723140	1724640	POWCR01_090046200	LT594513	1771026	1772557
OG6_533265	PocGH01_09051100	PocGH01_09_v2	1726385	1729696	POWCR01_090046300	LT594513	1774611	1777874
OG6_101348	PocGH01_09051200	PocGH01_09_v2	1731040	1734054	POWCR01_090046400	LT594513	1779294	1782377
OG6_148535	PocGH01_09051300	PocGH01_09_v2	1736801	1742476	POWCR01_090046500	LT594513	1784935	1790697
OG6_115137	PocGH01_09051500	PocGH01_09_v2	1748575	1751616	POWCR01_090046600	LT594513	1797294	1799936
OG6_163871	PocGH01_09051600	PocGH01_09_v2	1754660	1757378	POWCR01_090046700	LT594513	1803125	1806024
OG6_103556	PocGH01_09051800	PocGH01_09_v2	1762239	1763504	POWCR01_090046900	LT594513	1810974	1812299
OG6_110837	PocGH01_09051900	PocGH01_09_v2	1764101	1767094	POWCR01_090047000	LT594513	1812765	1815695
OG6_101916	PocGH01_09052100	PocGH01_09_v2	1771547	1773479	POWCR01_090047100	LT594513	1820346	1822292
OG6_179345	PocGH01_09052300	PocGH01_09_v2	1776998	1777713	POWCR01_090047300	LT594513	1826057	1826819
OG6_105510	PocGH01_09052500	PocGH01_09_v2	1782373	1783314	POWCR01_090047500	LT594513	1831375	1832316
OG6_101084	PocGH01_09052600	PocGH01_09_v2	1785496	1789578	POWCR01_090047600	LT594513	1834774	1838975
OG6_533222	PocGH01_09052700	PocGH01_09_v2	1790572	1794119	POWCR01_090047700	LT594513	1839949	1843554
OG6_102338	PocGH01_09052900	PocGH01_09_v2	1806770	1808481	POWCR01_090047900	LT594513	1856116	1857806
OG6_168186	PocGH01_09053000	PocGH01_09_v2	1809124	1819262	POWCR01_090048100	LT594513	1858724	1868890
OG6_108606	PocGH01_09053200	PocGH01_09_v2	1828218	1837259	POWCR01_090048300	LT594513	1878353	1887394
OG6_151681	PocGH01_09053300	PocGH01_09_v2	1839269	1843534	POWCR01_090048400	LT594513	1889349	1893629
OG6_146116	PocGH01_09053400	PocGH01_09_v2	1844503	1845030	POWCR01_090048500	LT594513	1894610	1895139
OG6_101706	PocGH01_09053500	PocGH01_09_v2	1845909	1849025	POWCR01_090048600	LT594513	1896059	1899196
OG6_532601	PocGH01_09053600	PocGH01_09_v2	1849679	1852008	POWCR01_090048700	LT594513	1899854	1902180
OG6_101225	PocGH01_09053700	PocGH01_09_v2	1853520	1854226	POWCR01_090048800	LT594513	1903722	1904434
